,Activity Period,Operating Airline,Operating Airline IATA Code,GEO Region,Terminal,Boarding Area,Passenger Count,Year,Month,cluster,Activity Period,Operating Airline,GEO Region,Boarding Area,Passenger Count,Year,Month
4197,200807,Air New Zealand,NZ,Australia / Oceania,International,G,7279,2008,July,0,200807,Air New Zealand,Australia / Oceania,G,7279,2008,July
4198,200807,Air New Zealand,NZ,Australia / Oceania,International,G,7633,2008,July,0,200807,Air New Zealand,Australia / Oceania,G,7633,2008,July
4199,200807,AirTran Airways,FL,US,Terminal 1,B,23650,2008,July,0,200807,AirTran Airways,US,B,23650,2008,July
4200,200807,AirTran Airways,FL,US,Terminal 1,B,22661,2008,July,0,200807,AirTran Airways,US,B,22661,2008,July
4201,200807,Alaska Airlines,AS,US,Terminal 1,B,48698,2008,July,1,200807,Alaska Airlines,US,B,44836,2008,July
4202,200807,Alaska Airlines,AS,US,Terminal 1,B,49424,2008,July,1,200807,Alaska Airlines,US,B,44836,2008,July
4203,200807,Alaska Airlines,AS,US,Terminal 1,B,5960,2008,July,0,200807,Alaska Airlines,US,B,5960,2008,July
4204,200807,Alaska Airlines,AS,Canada,Terminal 1,B,5933,2008,July,0,200807,Alaska Airlines,Canada,B,5933,2008,July
4205,200807,Alaska Airlines,AS,Canada,Terminal 1,B,6650,2008,July,0,200807,Alaska Airlines,Canada,B,6650,2008,July
4206,200807,Alaska Airlines,AS,Canada,Terminal 1,B,189,2008,July,0,200807,Alaska Airlines,Canada,B,189,2008,July
4207,200807,Alaska Airlines,AS,Mexico,International,A,7947,2008,July,0,200807,Alaska Airlines,Mexico,A,7947,2008,July
4208,200807,Alaska Airlines,AS,Mexico,International,A,7592,2008,July,0,200807,Alaska Airlines,Mexico,A,7592,2008,July
4209,200807,Alaska Airlines,AS,Mexico,International,A,950,2008,July,0,200807,Alaska Airlines,Mexico,A,950,2008,July
4210,200807,All Nippon Airways,NH,Asia,International,G,6625,2008,July,0,200807,All Nippon Airways,Asia,G,6625,2008,July
4211,200807,All Nippon Airways,NH,Asia,International,G,6085,2008,July,0,200807,All Nippon Airways,Asia,G,6085,2008,July
4212,200807,Allegiant Air,G4,US,Terminal 1,B,1882,2008,July,0,200807,Allegiant Air,US,B,1882,2008,July
4213,200807,Allegiant Air,G4,US,Terminal 1,B,1869,2008,July,0,200807,Allegiant Air,US,B,1869,2008,July
4214,200807,American Airlines,AA,US,Terminal 3,E,157154,2008,July,1,200807,American Airlines,US,E,44836,2008,July
4215,200807,American Airlines,AA,US,Terminal 3,E,150364,2008,July,1,200807,American Airlines,US,E,44836,2008,July
4216,200807,American Eagle Airlines,MQ,US,Terminal 3,E,4100,2008,July,0,200807,American Eagle Airlines,US,E,4100,2008,July
4217,200807,American Eagle Airlines,MQ,US,Terminal 3,E,3676,2008,July,0,200807,American Eagle Airlines,US,E,3676,2008,July
4218,200807,Ameriflight,A8,US,Other,Other,1,2008,July,0,200807,Ameriflight,US,Other,1,2008,July
4219,200807,Asiana Airlines,OZ,Asia,International,A,5090,2008,July,0,200807,Asiana Airlines,Asia,A,5090,2008,July
4220,200807,Asiana Airlines,OZ,Asia,International,A,4037,2008,July,0,200807,Asiana Airlines,Asia,A,4037,2008,July
4221,200807,BelAir Airlines,BBB,Europe,International,A,1065,2008,July,0,200807,BelAir Airlines,Europe,A,1065,2008,July
4222,200807,BelAir Airlines,BBB,Europe,International,A,698,2008,July,0,200807,BelAir Airlines,Europe,A,698,2008,July
4223,200807,British Airways,BA,Europe,International,A,20516,2008,July,0,200807,British Airways,Europe,A,20516,2008,July
4224,200807,British Airways,BA,Europe,International,A,19383,2008,July,0,200807,British Airways,Europe,A,19383,2008,July
4225,200807,Cathay Pacific,CX,Asia,International,A,21602,2008,July,0,200807,Cathay Pacific,Asia,A,21602,2008,July
4226,200807,Cathay Pacific,CX,Asia,International,A,19268,2008,July,0,200807,Cathay Pacific,Asia,A,19268,2008,July
4227,200807,China Airlines,CI,Asia,International,A,11340,2008,July,0,200807,China Airlines,Asia,A,11340,2008,July
4228,200807,China Airlines,CI,Asia,International,A,10139,2008,July,0,200807,China Airlines,Asia,A,10139,2008,July
4229,200807,Delta Air Lines,DL,US,Terminal 1,C,85692,2008,July,1,200807,Delta Air Lines,US,C,44836,2008,July
4230,200807,Delta Air Lines,DL,US,Terminal 1,C,83556,2008,July,1,200807,Delta Air Lines,US,C,44836,2008,July
4231,200807,EVA Airways,BR,Asia,International,G,14390,2008,July,0,200807,EVA Airways,Asia,G,14390,2008,July
4232,200807,EVA Airways,BR,Asia,International,G,12934,2008,July,0,200807,EVA Airways,Asia,G,12934,2008,July
4233,200807,ExpressJet Airlines,XE,US,Terminal 1,C,6328,2008,July,0,200807,ExpressJet Airlines,US,C,6328,2008,July
4234,200807,ExpressJet Airlines,XE,US,Terminal 1,C,6384,2008,July,0,200807,ExpressJet Airlines,US,C,6384,2008,July
4235,200807,Frontier Airlines,F9,US,Terminal 1,C,20948,2008,July,0,200807,Frontier Airlines,US,C,20948,2008,July
4236,200807,Frontier Airlines,F9,US,Terminal 1,C,19772,2008,July,0,200807,Frontier Airlines,US,C,19772,2008,July
4237,200807,Hawaiian Airlines,HA,US,Terminal 1,C,6692,2008,July,0,200807,Hawaiian Airlines,US,C,6692,2008,July
4238,200807,Hawaiian Airlines,HA,US,Terminal 1,C,6797,2008,July,0,200807,Hawaiian Airlines,US,C,6797,2008,July
4239,200807,Horizon Air ,QX,US,Terminal 1,B,5277,2008,July,0,200807,Horizon Air ,US,B,5277,2008,July
4240,200807,Horizon Air ,QX,US,Terminal 1,B,5654,2008,July,0,200807,Horizon Air ,US,B,5654,2008,July
4241,200807,Japan Airlines,JL,Asia,International,A,9384,2008,July,0,200807,Japan Airlines,Asia,A,9384,2008,July
4242,200807,Japan Airlines,JL,Asia,International,A,8674,2008,July,0,200807,Japan Airlines,Asia,A,8674,2008,July
4243,200807,Jet Airways,9W,Asia,International,A,5638,2008,July,0,200807,Jet Airways,Asia,A,5638,2008,July
4244,200807,Jet Airways,9W,Asia,International,A,5431,2008,July,0,200807,Jet Airways,Asia,A,5431,2008,July
4245,200807,JetBlue Airways ,B6,US,International,A,23553,2008,July,0,200807,JetBlue Airways ,US,A,23553,2008,July
4246,200807,JetBlue Airways ,B6,US,International,A,22033,2008,July,0,200807,JetBlue Airways ,US,A,22033,2008,July
4247,200807,KLM Royal Dutch Airlines,KL,Europe,International,A,13439,2008,July,0,200807,KLM Royal Dutch Airlines,Europe,A,13439,2008,July
4248,200807,KLM Royal Dutch Airlines,KL,Europe,International,A,11944,2008,July,0,200807,KLM Royal Dutch Airlines,Europe,A,11944,2008,July
4249,200807,Korean Air Lines,KE,Asia,International,A,6799,2008,July,0,200807,Korean Air Lines,Asia,A,6799,2008,July
4250,200807,Korean Air Lines,KE,Asia,International,A,6407,2008,July,0,200807,Korean Air Lines,Asia,A,6407,2008,July
4251,200807,Lufthansa German Airlines,LH,Europe,International,G,19343,2008,July,0,200807,Lufthansa German Airlines,Europe,G,19343,2008,July
4252,200807,Lufthansa German Airlines,LH,Europe,International,G,18342,2008,July,0,200807,Lufthansa German Airlines,Europe,G,18342,2008,July
4253,200807,Mexicana Airlines,MX,Mexico,International,G,8249,2008,July,0,200807,Mexicana Airlines,Mexico,G,8249,2008,July
4254,200807,Mexicana Airlines,MX,Mexico,International,G,7930,2008,July,0,200807,Mexicana Airlines,Mexico,G,7930,2008,July
4255,200807,Miami Air International,GL,US,International,A,58,2008,July,0,200807,Miami Air International,US,A,58,2008,July
4256,200807,Miami Air International,GL,US,International,A,60,2008,July,0,200807,Miami Air International,US,A,60,2008,July
4257,200807,Midwest Airlines,YX,US,Terminal 3,E,7723,2008,July,0,200807,Midwest Airlines,US,E,7723,2008,July
4258,200807,Midwest Airlines,YX,US,Terminal 3,E,7570,2008,July,0,200807,Midwest Airlines,US,E,7570,2008,July
4259,200807,Northwest Airlines,NW,US,Terminal 1,C,70376,2008,July,1,200807,Northwest Airlines,US,C,44836,2008,July
4260,200807,Northwest Airlines,NW,US,Terminal 1,C,67995,2008,July,1,200807,Northwest Airlines,US,C,44836,2008,July
4261,200807,Northwest Airlines,NW,US,Terminal 1,C,598,2008,July,0,200807,Northwest Airlines,US,C,598,2008,July
4262,200807,Northwest Airlines,NW,Asia,International,A,6941,2008,July,0,200807,Northwest Airlines,Asia,A,6941,2008,July
4263,200807,Northwest Airlines,NW,Asia,International,A,6575,2008,July,0,200807,Northwest Airlines,Asia,A,6575,2008,July
4264,200807,Philippine Airlines,PR,Asia,International,A,12593,2008,July,0,200807,Philippine Airlines,Asia,A,12593,2008,July
4265,200807,Philippine Airlines,PR,Asia,International,A,11089,2008,July,0,200807,Philippine Airlines,Asia,A,11089,2008,July
4266,200807,Qantas Airways,QF,Australia / Oceania,International,A,5888,2008,July,0,200807,Qantas Airways,Australia / Oceania,A,5888,2008,July
4267,200807,Qantas Airways,QF,Australia / Oceania,International,A,5420,2008,July,0,200807,Qantas Airways,Australia / Oceania,A,5420,2008,July
4268,200807,Singapore Airlines,SQ,Asia,International,G,16283,2008,July,0,200807,Singapore Airlines,Asia,G,16283,2008,July
4269,200807,Singapore Airlines,SQ,Asia,International,G,17280,2008,July,0,200807,Singapore Airlines,Asia,G,17280,2008,July
4270,200807,SkyWest Airlines,OO,US,Terminal 1,C,7788,2008,July,0,200807,SkyWest Airlines,US,C,7788,2008,July
4271,200807,SkyWest Airlines,OO,US,Terminal 1,C,7845,2008,July,0,200807,SkyWest Airlines,US,C,7845,2008,July
4272,200807,SkyWest Airlines,OO,US,Terminal 3,F,84856,2008,July,1,200807,SkyWest Airlines,US,F,44836,2008,July
4273,200807,SkyWest Airlines,OO,US,Terminal 3,F,85890,2008,July,1,200807,SkyWest Airlines,US,F,44836,2008,July
4274,200807,SkyWest Airlines,OO,Canada,International,G,1771,2008,July,0,200807,SkyWest Airlines,Canada,G,1771,2008,July
4275,200807,SkyWest Airlines,OO,Canada,Terminal 3,F,10677,2008,July,0,200807,SkyWest Airlines,Canada,F,10677,2008,July
4276,200807,SkyWest Airlines,OO,Canada,Terminal 3,F,12082,2008,July,0,200807,SkyWest Airlines,Canada,F,12082,2008,July
4277,200807,Southwest Airlines,WN,US,Terminal 1,B,94053,2008,July,1,200807,Southwest Airlines,US,B,44836,2008,July
4278,200807,Southwest Airlines,WN,US,Terminal 1,B,93470,2008,July,1,200807,Southwest Airlines,US,B,44836,2008,July
4279,200807,Southwest Airlines,WN,US,Terminal 1,B,7,2008,July,0,200807,Southwest Airlines,US,B,7,2008,July
4280,200807,Sun Country Airlines,SY,US,Terminal 1,B,4596,2008,July,0,200807,Sun Country Airlines,US,B,4596,2008,July
4281,200807,Sun Country Airlines,SY,US,Terminal 1,B,4530,2008,July,0,200807,Sun Country Airlines,US,B,4530,2008,July
4282,200807,TACA,TA,Central America,International,A,5107,2008,July,0,200807,TACA,Central America,A,5107,2008,July
4283,200807,TACA,TA,Central America,International,A,5181,2008,July,0,200807,TACA,Central America,A,5181,2008,July
4284,200807,US Airways,US ,US,Terminal 1,B,82203,2008,July,1,200807,US Airways,US,B,44836,2008,July
4285,200807,US Airways,US ,US,Terminal 1,B,80865,2008,July,1,200807,US Airways,US,B,44836,2008,July
4286,200807,United Airlines,UA,US,Terminal 1,B,72518,2008,July,1,200807,United Airlines,US,B,44836,2008,July
4287,200807,United Airlines,UA,US,Terminal 1,B,69144,2008,July,1,200807,United Airlines,US,B,44836,2008,July
4288,200807,United Airlines - Pre 07/01/2013,UA,US,International,G,9522,2008,July,0,200807,United Airlines - Pre 07/01/2013,US,G,9522,2008,July
4289,200807,United Airlines - Pre 07/01/2013,UA,US,International,G,2496,2008,July,0,200807,United Airlines - Pre 07/01/2013,US,G,2496,2008,July
4290,200807,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,E,22946,2008,July,0,200807,United Airlines - Pre 07/01/2013,US,E,22946,2008,July
4291,200807,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,E,22900,2008,July,0,200807,United Airlines - Pre 07/01/2013,US,E,22900,2008,July
4292,200807,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,E,275,2008,July,0,200807,United Airlines - Pre 07/01/2013,US,E,275,2008,July
4293,200807,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,F,47160,2008,July,1,200807,United Airlines - Pre 07/01/2013,US,F,44836,2008,July
4294,200807,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,F,388797,2008,July,1,200807,United Airlines - Pre 07/01/2013,US,F,44836,2008,July
4295,200807,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,F,47046,2008,July,1,200807,United Airlines - Pre 07/01/2013,US,F,44836,2008,July
4296,200807,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,F,388052,2008,July,1,200807,United Airlines - Pre 07/01/2013,US,F,44836,2008,July
4297,200807,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,F,5228,2008,July,0,200807,United Airlines - Pre 07/01/2013,US,F,5228,2008,July
4298,200807,United Airlines - Pre 07/01/2013,UA,Asia,International,G,80353,2008,July,1,200807,United Airlines - Pre 07/01/2013,Asia,G,44836,2008,July
4299,200807,United Airlines - Pre 07/01/2013,UA,Asia,International,G,69929,2008,July,1,200807,United Airlines - Pre 07/01/2013,Asia,G,44836,2008,July
4300,200807,United Airlines - Pre 07/01/2013,UA,Asia,International,G,2956,2008,July,0,200807,United Airlines - Pre 07/01/2013,Asia,G,2956,2008,July
4301,200807,United Airlines - Pre 07/01/2013,UA,Australia / Oceania,International,G,7526,2008,July,0,200807,United Airlines - Pre 07/01/2013,Australia / Oceania,G,7526,2008,July
4302,200807,United Airlines - Pre 07/01/2013,UA,Australia / Oceania,International,G,7970,2008,July,0,200807,United Airlines - Pre 07/01/2013,Australia / Oceania,G,7970,2008,July
4303,200807,United Airlines - Pre 07/01/2013,UA,Australia / Oceania,International,G,1005,2008,July,0,200807,United Airlines - Pre 07/01/2013,Australia / Oceania,G,1005,2008,July
4304,200807,United Airlines - Pre 07/01/2013,UA,Canada,Terminal 3,F,15773,2008,July,0,200807,United Airlines - Pre 07/01/2013,Canada,F,15773,2008,July
4305,200807,United Airlines - Pre 07/01/2013,UA,Canada,Terminal 3,F,15891,2008,July,0,200807,United Airlines - Pre 07/01/2013,Canada,F,15891,2008,July
4306,201110,Mesa Airlines,YV,US,Terminal 1,B,4017,2011,October,0,201110,Mesa Airlines,US,B,4017,2011,October
4307,200807,United Airlines - Pre 07/01/2013,UA,Canada,Terminal 3,F,275,2008,July,0,200807,United Airlines - Pre 07/01/2013,Canada,F,275,2008,July
4308,200807,United Airlines - Pre 07/01/2013,UA,Europe,International,G,36336,2008,July,1,200807,United Airlines - Pre 07/01/2013,Europe,G,36336,2008,July
4309,200807,United Airlines - Pre 07/01/2013,UA,Europe,International,G,35270,2008,July,1,200807,United Airlines - Pre 07/01/2013,Europe,G,35270,2008,July
4310,200807,United Airlines - Pre 07/01/2013,UA,Europe,International,G,288,2008,July,0,200807,United Airlines - Pre 07/01/2013,Europe,G,288,2008,July
4311,200807,United Airlines - Pre 07/01/2013,UA,Mexico,International,G,13580,2008,July,0,200807,United Airlines - Pre 07/01/2013,Mexico,G,13580,2008,July
4312,200807,United Airlines - Pre 07/01/2013,UA,Mexico,International,G,13616,2008,July,0,200807,United Airlines - Pre 07/01/2013,Mexico,G,13616,2008,July
4313,200807,United Airlines - Pre 07/01/2013,UA,Mexico,International,G,74,2008,July,0,200807,United Airlines - Pre 07/01/2013,Mexico,G,74,2008,July
4314,200807,Virgin America,VX,US,International,A,97257,2008,July,1,200807,Virgin America,US,A,44836,2008,July
4315,200807,Virgin America,VX,US,International,A,97157,2008,July,1,200807,Virgin America,US,A,44836,2008,July
4316,200807,Virgin Atlantic,VS,Europe,International,A,10576,2008,July,0,200807,Virgin Atlantic,Europe,A,10576,2008,July
4317,200807,Virgin Atlantic,VS,Europe,International,A,9149,2008,July,0,200807,Virgin Atlantic,Europe,A,9149,2008,July
4318,200808,Aer Lingus,EI,Europe,International,A,5724,2008,August,0,200808,Aer Lingus,Europe,A,5724,2008,August
4319,200808,Aer Lingus,EI,Europe,International,A,5700,2008,August,0,200808,Aer Lingus,Europe,A,5700,2008,August
4320,200808,Air Canada ,AC,Canada,Terminal 3,E,35117,2008,August,1,200808,Air Canada ,Canada,E,35117,2008,August
4321,200808,Air Canada ,AC,Canada,Terminal 3,E,35185,2008,August,1,200808,Air Canada ,Canada,E,35185,2008,August
4322,200808,Air China,CA,Asia,International,G,6408,2008,August,0,200808,Air China,Asia,G,6408,2008,August
4323,200808,Air China,CA,Asia,International,G,4954,2008,August,0,200808,Air China,Asia,G,4954,2008,August
4324,200808,Air France,AF,Europe,International,A,12870,2008,August,0,200808,Air France,Europe,A,12870,2008,August
4325,200808,Air France,AF,Europe,International,A,13238,2008,August,0,200808,Air France,Europe,A,13238,2008,August
4326,200808,Air New Zealand,NZ,Australia / Oceania,International,G,7450,2008,August,0,200808,Air New Zealand,Australia / Oceania,G,7450,2008,August
4327,200808,Air New Zealand,NZ,Australia / Oceania,International,G,6698,2008,August,0,200808,Air New Zealand,Australia / Oceania,G,6698,2008,August
4328,200808,AirTran Airways,FL,US,Terminal 1,B,20860,2008,August,0,200808,AirTran Airways,US,B,20860,2008,August
4329,200808,AirTran Airways,FL,US,Terminal 1,B,21908,2008,August,0,200808,AirTran Airways,US,B,21908,2008,August
4330,200808,Alaska Airlines,AS,US,Terminal 1,B,48397,2008,August,1,200808,Alaska Airlines,US,B,44836,2008,August
4331,200808,Alaska Airlines,AS,US,Terminal 1,B,47688,2008,August,1,200808,Alaska Airlines,US,B,44836,2008,August
4332,200808,Alaska Airlines,AS,US,Terminal 1,B,5960,2008,August,0,200808,Alaska Airlines,US,B,5960,2008,August
4333,200808,Alaska Airlines,AS,Canada,Terminal 1,B,4340,2008,August,0,200808,Alaska Airlines,Canada,B,4340,2008,August
4334,200808,Alaska Airlines,AS,Canada,Terminal 1,B,2625,2008,August,0,200808,Alaska Airlines,Canada,B,2625,2008,August
4335,200808,Alaska Airlines,AS,Canada,Terminal 1,B,189,2008,August,0,200808,Alaska Airlines,Canada,B,189,2008,August
4336,200808,Alaska Airlines,AS,Mexico,International,A,9779,2008,August,0,200808,Alaska Airlines,Mexico,A,9779,2008,August
4337,200808,Alaska Airlines,AS,Mexico,International,A,9042,2008,August,0,200808,Alaska Airlines,Mexico,A,9042,2008,August
4338,200808,Alaska Airlines,AS,Mexico,International,A,950,2008,August,0,200808,Alaska Airlines,Mexico,A,950,2008,August
4339,200808,All Nippon Airways,NH,Asia,International,G,7083,2008,August,0,200808,All Nippon Airways,Asia,G,7083,2008,August
4340,200808,All Nippon Airways,NH,Asia,International,G,6067,2008,August,0,200808,All Nippon Airways,Asia,G,6067,2008,August
4341,200808,Allegiant Air,G4,US,Terminal 1,B,2028,2008,August,0,200808,Allegiant Air,US,B,2028,2008,August
4342,200808,Allegiant Air,G4,US,Terminal 1,B,1996,2008,August,0,200808,Allegiant Air,US,B,1996,2008,August
4343,200808,American Airlines,AA,US,Terminal 3,E,152220,2008,August,1,200808,American Airlines,US,E,44836,2008,August
4344,200808,American Airlines,AA,US,Terminal 3,E,151547,2008,August,1,200808,American Airlines,US,E,44836,2008,August
4345,200808,American Eagle Airlines,MQ,US,Terminal 3,E,3799,2008,August,0,200808,American Eagle Airlines,US,E,3799,2008,August
4346,200808,American Eagle Airlines,MQ,US,Terminal 3,E,3621,2008,August,0,200808,American Eagle Airlines,US,E,3621,2008,August
4347,200808,Ameriflight,A8,US,Other,Other,6,2008,August,0,200808,Ameriflight,US,Other,6,2008,August
4348,200808,Asiana Airlines,OZ,Asia,International,A,5192,2008,August,0,200808,Asiana Airlines,Asia,A,5192,2008,August
4349,200808,Asiana Airlines,OZ,Asia,International,A,5014,2008,August,0,200808,Asiana Airlines,Asia,A,5014,2008,August
4350,200808,BelAir Airlines,BBB,Europe,International,A,727,2008,August,0,200808,BelAir Airlines,Europe,A,727,2008,August
4351,200808,BelAir Airlines,BBB,Europe,International,A,820,2008,August,0,200808,BelAir Airlines,Europe,A,820,2008,August
4352,200808,British Airways,BA,Europe,International,A,19878,2008,August,0,200808,British Airways,Europe,A,19878,2008,August
4353,200808,British Airways,BA,Europe,International,A,20122,2008,August,0,200808,British Airways,Europe,A,20122,2008,August
4354,200808,Cathay Pacific,CX,Asia,International,A,21929,2008,August,0,200808,Cathay Pacific,Asia,A,21929,2008,August
4355,200808,Cathay Pacific,CX,Asia,International,A,15018,2008,August,0,200808,Cathay Pacific,Asia,A,15018,2008,August
4356,200808,China Airlines,CI,Asia,International,A,11625,2008,August,0,200808,China Airlines,Asia,A,11625,2008,August
4357,200808,China Airlines,CI,Asia,International,A,10016,2008,August,0,200808,China Airlines,Asia,A,10016,2008,August
4358,200808,Delta Air Lines,DL,US,Terminal 1,C,81503,2008,August,1,200808,Delta Air Lines,US,C,44836,2008,August
4359,200808,Delta Air Lines,DL,US,Terminal 1,C,83037,2008,August,1,200808,Delta Air Lines,US,C,44836,2008,August
4360,200808,EVA Airways,BR,Asia,International,G,15680,2008,August,0,200808,EVA Airways,Asia,G,15680,2008,August
4361,200808,EVA Airways,BR,Asia,International,G,12894,2008,August,0,200808,EVA Airways,Asia,G,12894,2008,August
4362,200808,ExpressJet Airlines,XE,US,Terminal 1,C,5872,2008,August,0,200808,ExpressJet Airlines,US,C,5872,2008,August
4363,200808,ExpressJet Airlines,XE,US,Terminal 1,C,6018,2008,August,0,200808,ExpressJet Airlines,US,C,6018,2008,August
4364,200808,Frontier Airlines,F9,US,Terminal 1,C,19526,2008,August,0,200808,Frontier Airlines,US,C,19526,2008,August
4365,200808,Frontier Airlines,F9,US,Terminal 1,C,18986,2008,August,0,200808,Frontier Airlines,US,C,18986,2008,August
4366,200808,Hawaiian Airlines,HA,US,Terminal 1,C,8037,2008,August,0,200808,Hawaiian Airlines,US,C,8037,2008,August
4367,200808,Hawaiian Airlines,HA,US,Terminal 1,C,7102,2008,August,0,200808,Hawaiian Airlines,US,C,7102,2008,August
4368,200808,Horizon Air ,QX,US,Terminal 1,B,5397,2008,August,0,200808,Horizon Air ,US,B,5397,2008,August
4369,200808,Horizon Air ,QX,US,Terminal 1,B,5643,2008,August,0,200808,Horizon Air ,US,B,5643,2008,August
4370,200808,Japan Airlines,JL,Asia,International,A,9454,2008,August,0,200808,Japan Airlines,Asia,A,9454,2008,August
4371,200808,Japan Airlines,JL,Asia,International,A,7864,2008,August,0,200808,Japan Airlines,Asia,A,7864,2008,August
4372,200808,Jet Airways,9W,Asia,International,A,8709,2008,August,0,200808,Jet Airways,Asia,A,8709,2008,August
4373,200808,Jet Airways,9W,Asia,International,A,5339,2008,August,0,200808,Jet Airways,Asia,A,5339,2008,August
4374,200808,JetBlue Airways ,B6,US,International,A,20776,2008,August,0,200808,JetBlue Airways ,US,A,20776,2008,August
4375,200808,JetBlue Airways ,B6,US,International,A,20851,2008,August,0,200808,JetBlue Airways ,US,A,20851,2008,August
4376,200808,KLM Royal Dutch Airlines,KL,Europe,International,A,12546,2008,August,0,200808,KLM Royal Dutch Airlines,Europe,A,12546,2008,August
4377,200808,KLM Royal Dutch Airlines,KL,Europe,International,A,12888,2008,August,0,200808,KLM Royal Dutch Airlines,Europe,A,12888,2008,August
4378,200808,Korean Air Lines,KE,Asia,International,A,7800,2008,August,0,200808,Korean Air Lines,Asia,A,7800,2008,August
4379,200808,Korean Air Lines,KE,Asia,International,A,7286,2008,August,0,200808,Korean Air Lines,Asia,A,7286,2008,August
4380,200808,Lufthansa German Airlines,LH,Europe,International,G,18008,2008,August,0,200808,Lufthansa German Airlines,Europe,G,18008,2008,August
4381,200808,Lufthansa German Airlines,LH,Europe,International,G,18077,2008,August,0,200808,Lufthansa German Airlines,Europe,G,18077,2008,August
4382,200808,Mexicana Airlines,MX,Mexico,International,G,8215,2008,August,0,200808,Mexicana Airlines,Mexico,G,8215,2008,August
4383,200808,Mexicana Airlines,MX,Mexico,International,G,7223,2008,August,0,200808,Mexicana Airlines,Mexico,G,7223,2008,August
4384,200808,Miami Air International,GL,US,International,A,85,2008,August,0,200808,Miami Air International,US,A,85,2008,August
4385,200808,Midwest Airlines,YX,US,Terminal 3,E,6961,2008,August,0,200808,Midwest Airlines,US,E,6961,2008,August
4386,200808,Midwest Airlines,YX,US,Terminal 3,E,7130,2008,August,0,200808,Midwest Airlines,US,E,7130,2008,August
4387,200808,Northwest Airlines,NW,US,Terminal 1,C,61141,2008,August,1,200808,Northwest Airlines,US,C,44836,2008,August
4388,200808,Northwest Airlines,NW,US,Terminal 1,C,61478,2008,August,1,200808,Northwest Airlines,US,C,44836,2008,August
4389,200808,Northwest Airlines,NW,US,Terminal 1,C,337,2008,August,0,200808,Northwest Airlines,US,C,337,2008,August
4390,200808,Northwest Airlines,NW,Asia,International,A,7160,2008,August,0,200808,Northwest Airlines,Asia,A,7160,2008,August
4391,200808,Northwest Airlines,NW,Asia,International,A,6184,2008,August,0,200808,Northwest Airlines,Asia,A,6184,2008,August
4392,200808,Philippine Airlines,PR,Asia,International,A,12717,2008,August,0,200808,Philippine Airlines,Asia,A,12717,2008,August
4393,200808,Philippine Airlines,PR,Asia,International,A,9365,2008,August,0,200808,Philippine Airlines,Asia,A,9365,2008,August
4394,200808,Qantas Airways,QF,Australia / Oceania,International,A,6831,2008,August,0,200808,Qantas Airways,Australia / Oceania,A,6831,2008,August
4395,200808,Qantas Airways,QF,Australia / Oceania,International,A,5289,2008,August,0,200808,Qantas Airways,Australia / Oceania,A,5289,2008,August
4396,200808,Singapore Airlines,SQ,Asia,International,G,18859,2008,August,0,200808,Singapore Airlines,Asia,G,18859,2008,August
4397,200808,Singapore Airlines,SQ,Asia,International,G,14452,2008,August,0,200808,Singapore Airlines,Asia,G,14452,2008,August
4398,200808,SkyWest Airlines,OO,US,Terminal 1,C,7991,2008,August,0,200808,SkyWest Airlines,US,C,7991,2008,August
4399,200808,SkyWest Airlines,OO,US,Terminal 1,C,8079,2008,August,0,200808,SkyWest Airlines,US,C,8079,2008,August
4400,200808,SkyWest Airlines,OO,US,Terminal 3,F,85812,2008,August,1,200808,SkyWest Airlines,US,F,44836,2008,August
4401,200808,SkyWest Airlines,OO,US,Terminal 3,F,87434,2008,August,1,200808,SkyWest Airlines,US,F,44836,2008,August
4402,200808,SkyWest Airlines,OO,Canada,International,G,1903,2008,August,0,200808,SkyWest Airlines,Canada,G,1903,2008,August
4403,200808,SkyWest Airlines,OO,Canada,Terminal 3,F,12572,2008,August,0,200808,SkyWest Airlines,Canada,F,12572,2008,August
4404,200808,SkyWest Airlines,OO,Canada,Terminal 3,F,14522,2008,August,0,200808,SkyWest Airlines,Canada,F,14522,2008,August
4405,200808,Southwest Airlines,WN,US,Terminal 1,B,100106,2008,August,1,200808,Southwest Airlines,US,B,44836,2008,August
4406,200808,Southwest Airlines,WN,US,Terminal 1,B,99851,2008,August,1,200808,Southwest Airlines,US,B,44836,2008,August
4407,200808,Southwest Airlines,WN,US,Terminal 1,B,10,2008,August,0,200808,Southwest Airlines,US,B,10,2008,August
4408,200808,Sun Country Airlines,SY,US,Terminal 1,B,4435,2008,August,0,200808,Sun Country Airlines,US,B,4435,2008,August
4409,200808,Sun Country Airlines,SY,US,Terminal 1,B,4629,2008,August,0,200808,Sun Country Airlines,US,B,4629,2008,August
4410,200808,TACA,TA,Central America,International,A,5007,2008,August,0,200808,TACA,Central America,A,5007,2008,August
4411,200808,TACA,TA,Central America,International,A,3892,2008,August,0,200808,TACA,Central America,A,3892,2008,August
4412,200808,US Airways,US ,US,Terminal 1,B,81512,2008,August,1,200808,US Airways,US,B,44836,2008,August
