,Activity Period,Operating Airline,Operating Airline IATA Code,GEO Region,Terminal,Boarding Area,Passenger Count,Year,Month,cluster,Activity Period,Operating Airline,GEO Region,Boarding Area,Passenger Count,Year,Month
7035,201007,KLM Royal Dutch Airlines,KL,Europe,International,A,10247,2010,July,0,201007,KLM Royal Dutch Airlines,Europe,A,10247,2010,July
7036,201007,Korean Air Lines,KE,Asia,International,A,7718,2010,July,0,201007,Korean Air Lines,Asia,A,7718,2010,July
7037,201007,Korean Air Lines,KE,Asia,International,A,7308,2010,July,0,201007,Korean Air Lines,Asia,A,7308,2010,July
7038,201007,LAN Peru,LP,South America,International,A,3400,2010,July,0,201007,LAN Peru,South America,A,3400,2010,July
7039,201007,LAN Peru,LP,South America,International,A,3030,2010,July,0,201007,LAN Peru,South America,A,3030,2010,July
7040,201007,Lufthansa German Airlines,LH,Europe,International,G,20325,2010,July,0,201007,Lufthansa German Airlines,Europe,G,20325,2010,July
7041,201007,Lufthansa German Airlines,LH,Europe,International,G,18082,2010,July,0,201007,Lufthansa German Airlines,Europe,G,18082,2010,July
7042,201007,Mesa Airlines,YV,US,Terminal 1,B,9839,2010,July,0,201007,Mesa Airlines,US,B,9839,2010,July
7043,201007,Mesa Airlines,YV,US,Terminal 1,B,9617,2010,July,0,201007,Mesa Airlines,US,B,9617,2010,July
7044,201007,Mexicana Airlines,MX,Mexico,International,G,12169,2010,July,0,201007,Mexicana Airlines,Mexico,G,12169,2010,July
7045,201007,Mexicana Airlines,MX,Mexico,International,G,11361,2010,July,0,201007,Mexicana Airlines,Mexico,G,11361,2010,July
7046,201007,Philippine Airlines,PR,Asia,International,A,12399,2010,July,0,201007,Philippine Airlines,Asia,A,12399,2010,July
7047,201007,Philippine Airlines,PR,Asia,International,A,10379,2010,July,0,201007,Philippine Airlines,Asia,A,10379,2010,July
7048,201007,Qantas Airways,QF,Australia / Oceania,International,A,5062,2010,July,0,201007,Qantas Airways,Australia / Oceania,A,5062,2010,July
7049,201007,Qantas Airways,QF,Australia / Oceania,International,A,5254,2010,July,0,201007,Qantas Airways,Australia / Oceania,A,5254,2010,July
7050,201007,Republic Airlines,RW,US,Terminal 1,C,6289,2010,July,0,201007,Republic Airlines,US,C,6289,2010,July
7051,201007,Republic Airlines,RW,US,Terminal 1,C,6186,2010,July,0,201007,Republic Airlines,US,C,6186,2010,July
7052,201007,Singapore Airlines,SQ,Asia,International,G,15832,2010,July,0,201007,Singapore Airlines,Asia,G,15832,2010,July
7053,201007,Singapore Airlines,SQ,Asia,International,G,14385,2010,July,0,201007,Singapore Airlines,Asia,G,14385,2010,July
7054,201007,SkyWest Airlines,OO,US,Terminal 1,C,11951,2010,July,0,201007,SkyWest Airlines,US,C,11951,2010,July
7055,201007,SkyWest Airlines,OO,US,Terminal 1,C,11800,2010,July,0,201007,SkyWest Airlines,US,C,11800,2010,July
7056,201007,SkyWest Airlines,OO,US,Terminal 3,F,127516,2010,July,1,201007,SkyWest Airlines,US,F,44836,2010,July
7057,201007,SkyWest Airlines,OO,US,Terminal 3,F,128357,2010,July,1,201007,SkyWest Airlines,US,F,44836,2010,July
7058,201007,SkyWest Airlines,OO,Canada,International,G,2409,2010,July,0,201007,SkyWest Airlines,Canada,G,2409,2010,July
7059,201007,SkyWest Airlines,OO,Canada,Terminal 3,F,9553,2010,July,0,201007,SkyWest Airlines,Canada,F,9553,2010,July
7060,201007,SkyWest Airlines,OO,Canada,Terminal 3,F,12053,2010,July,0,201007,SkyWest Airlines,Canada,F,12053,2010,July
7061,201007,Southwest Airlines,WN,US,Terminal 1,B,134113,2010,July,1,201007,Southwest Airlines,US,B,44836,2010,July
7062,201007,Southwest Airlines,WN,US,Terminal 1,B,131154,2010,July,1,201007,Southwest Airlines,US,B,44836,2010,July
7063,201007,Southwest Airlines,WN,US,Terminal 1,B,172,2010,July,0,201007,Southwest Airlines,US,B,172,2010,July
7064,201007,Sun Country Airlines,SY,US,International,G,3944,2010,July,0,201007,Sun Country Airlines,US,G,3944,2010,July
7065,201007,Sun Country Airlines,SY,US,International,G,3915,2010,July,0,201007,Sun Country Airlines,US,G,3915,2010,July
7066,201007,Swiss International,LX,Europe,International,G,5890,2010,July,0,201007,Swiss International,Europe,G,5890,2010,July
7067,201007,Swiss International,LX,Europe,International,G,5472,2010,July,0,201007,Swiss International,Europe,G,5472,2010,July
7068,201007,TACA,TA,Central America,International,A,6107,2010,July,0,201007,TACA,Central America,A,6107,2010,July
7069,201007,TACA,TA,Central America,International,A,6920,2010,July,0,201007,TACA,Central America,A,6920,2010,July
7070,201007,US Airways,US ,US,Terminal 1,B,62674,2010,July,1,201007,US Airways,US,B,44836,2010,July
7071,201007,US Airways,US ,US,Terminal 1,B,60912,2010,July,1,201007,US Airways,US,B,44836,2010,July
7072,201007,United Airlines,UA,US,Terminal 1,B,78603,2010,July,1,201007,United Airlines,US,B,44836,2010,July
7073,201007,United Airlines,UA,US,Terminal 1,B,76638,2010,July,1,201007,United Airlines,US,B,44836,2010,July
7074,201007,United Airlines - Pre 07/01/2013,UA,US,International,G,12767,2010,July,0,201007,United Airlines - Pre 07/01/2013,US,G,12767,2010,July
7075,201007,United Airlines - Pre 07/01/2013,UA,US,International,G,8702,2010,July,0,201007,United Airlines - Pre 07/01/2013,US,G,8702,2010,July
7076,201007,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,E,21935,2010,July,0,201007,United Airlines - Pre 07/01/2013,US,E,21935,2010,July
7077,201007,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,E,21489,2010,July,0,201007,United Airlines - Pre 07/01/2013,US,E,21489,2010,July
7078,201007,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,E,412,2010,July,0,201007,United Airlines - Pre 07/01/2013,US,E,412,2010,July
7079,201007,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,F,416752,2010,July,1,201007,United Airlines - Pre 07/01/2013,US,F,44836,2010,July
7080,201007,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,F,408291,2010,July,1,201007,United Airlines - Pre 07/01/2013,US,F,44836,2010,July
7081,201007,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,F,7824,2010,July,0,201007,United Airlines - Pre 07/01/2013,US,F,7824,2010,July
7082,201007,United Airlines - Pre 07/01/2013,UA,Asia,International,G,78332,2010,July,1,201007,United Airlines - Pre 07/01/2013,Asia,G,44836,2010,July
7083,201007,United Airlines - Pre 07/01/2013,UA,Asia,International,G,66415,2010,July,1,201007,United Airlines - Pre 07/01/2013,Asia,G,44836,2010,July
7084,201007,United Airlines - Pre 07/01/2013,UA,Asia,International,G,3060,2010,July,0,201007,United Airlines - Pre 07/01/2013,Asia,G,3060,2010,July
7085,201007,United Airlines - Pre 07/01/2013,UA,Australia / Oceania,International,G,9149,2010,July,0,201007,United Airlines - Pre 07/01/2013,Australia / Oceania,G,9149,2010,July
7086,201007,United Airlines - Pre 07/01/2013,UA,Australia / Oceania,International,G,10085,2010,July,0,201007,United Airlines - Pre 07/01/2013,Australia / Oceania,G,10085,2010,July
7087,201007,United Airlines - Pre 07/01/2013,UA,Australia / Oceania,International,G,736,2010,July,0,201007,United Airlines - Pre 07/01/2013,Australia / Oceania,G,736,2010,July
7088,201007,United Airlines - Pre 07/01/2013,UA,Canada,Terminal 3,F,19189,2010,July,0,201007,United Airlines - Pre 07/01/2013,Canada,F,19189,2010,July
7089,201007,United Airlines - Pre 07/01/2013,UA,Canada,Terminal 3,F,18627,2010,July,0,201007,United Airlines - Pre 07/01/2013,Canada,F,18627,2010,July
7090,201007,United Airlines - Pre 07/01/2013,UA,Canada,Terminal 3,F,215,2010,July,0,201007,United Airlines - Pre 07/01/2013,Canada,F,215,2010,July
7091,201007,United Airlines - Pre 07/01/2013,UA,Europe,International,G,34559,2010,July,1,201007,United Airlines - Pre 07/01/2013,Europe,G,34559,2010,July
7092,201007,United Airlines - Pre 07/01/2013,UA,Europe,International,G,32594,2010,July,1,201007,United Airlines - Pre 07/01/2013,Europe,G,32594,2010,July
7093,201007,United Airlines - Pre 07/01/2013,UA,Europe,International,G,493,2010,July,0,201007,United Airlines - Pre 07/01/2013,Europe,G,493,2010,July
7094,201007,United Airlines - Pre 07/01/2013,UA,Mexico,International,G,7966,2010,July,0,201007,United Airlines - Pre 07/01/2013,Mexico,G,7966,2010,July
7095,201007,United Airlines - Pre 07/01/2013,UA,Mexico,International,G,7630,2010,July,0,201007,United Airlines - Pre 07/01/2013,Mexico,G,7630,2010,July
7096,201007,United Airlines - Pre 07/01/2013,UA,Mexico,International,G,221,2010,July,0,201007,United Airlines - Pre 07/01/2013,Mexico,G,221,2010,July
7097,201007,Virgin America,VX,US,International,A,101821,2010,July,1,201007,Virgin America,US,A,44836,2010,July
7098,201007,Virgin America,VX,US,International,A,102139,2010,July,1,201007,Virgin America,US,A,44836,2010,July
7099,201007,Virgin America,VX,Canada,International,A,2360,2010,July,0,201007,Virgin America,Canada,A,2360,2010,July
7100,201007,Virgin America,VX,Canada,International,A,2210,2010,July,0,201007,Virgin America,Canada,A,2210,2010,July
7101,201007,Virgin Atlantic,VS,Europe,International,A,11363,2010,July,0,201007,Virgin Atlantic,Europe,A,11363,2010,July
7102,201007,Virgin Atlantic,VS,Europe,International,A,9834,2010,July,0,201007,Virgin Atlantic,Europe,A,9834,2010,July
7103,201007,WestJet Airlines,WS,Canada,International,A,8167,2010,July,0,201007,WestJet Airlines,Canada,A,8167,2010,July
7104,201007,WestJet Airlines,WS,Canada,International,A,8189,2010,July,0,201007,WestJet Airlines,Canada,A,8189,2010,July
7105,201008,Aeromexico,AM,Mexico,International,A,3500,2010,August,0,201008,Aeromexico,Mexico,A,3500,2010,August
7106,201008,Aeromexico,AM,Mexico,International,A,3833,2010,August,0,201008,Aeromexico,Mexico,A,3833,2010,August
7107,201008,Air Berlin,AB,Europe,International,G,2294,2010,August,0,201008,Air Berlin,Europe,G,2294,2010,August
7108,201008,Air Berlin,AB,Europe,International,G,2085,2010,August,0,201008,Air Berlin,Europe,G,2085,2010,August
7109,201008,Air Canada ,AC,Canada,Terminal 3,E,34916,2010,August,1,201008,Air Canada ,Canada,E,34916,2010,August
7110,201008,Air Canada ,AC,Canada,Terminal 3,E,34774,2010,August,1,201008,Air Canada ,Canada,E,34774,2010,August
7111,201008,Air China,CA,Asia,International,G,7823,2010,August,0,201008,Air China,Asia,G,7823,2010,August
7112,201008,Air China,CA,Asia,International,G,7266,2010,August,0,201008,Air China,Asia,G,7266,2010,August
7113,201008,Air France,AF,Europe,International,A,15705,2010,August,0,201008,Air France,Europe,A,15705,2010,August
7114,201008,Air France,AF,Europe,International,A,16401,2010,August,0,201008,Air France,Europe,A,16401,2010,August
7115,201008,Air New Zealand,NZ,Australia / Oceania,International,G,5646,2010,August,0,201008,Air New Zealand,Australia / Oceania,G,5646,2010,August
7116,201008,Air New Zealand,NZ,Australia / Oceania,International,G,5371,2010,August,0,201008,Air New Zealand,Australia / Oceania,G,5371,2010,August
7117,201008,AirTran Airways,FL,US,Terminal 1,B,24068,2010,August,0,201008,AirTran Airways,US,B,24068,2010,August
7118,201008,AirTran Airways,FL,US,Terminal 1,B,24779,2010,August,0,201008,AirTran Airways,US,B,24779,2010,August
7119,201008,Alaska Airlines,AS,US,Terminal 1,B,38226,2010,August,1,201008,Alaska Airlines,US,B,38226,2010,August
7120,201008,Alaska Airlines,AS,US,Terminal 1,B,37193,2010,August,1,201008,Alaska Airlines,US,B,37193,2010,August
7121,201008,Alaska Airlines,AS,Mexico,International,A,9232,2010,August,0,201008,Alaska Airlines,Mexico,A,9232,2010,August
7122,201008,Alaska Airlines,AS,Mexico,Terminal 1,B,7474,2010,August,0,201008,Alaska Airlines,Mexico,B,7474,2010,August
7123,201008,All Nippon Airways,NH,Asia,International,G,7403,2010,August,0,201008,All Nippon Airways,Asia,G,7403,2010,August
7124,201008,All Nippon Airways,NH,Asia,International,G,5596,2010,August,0,201008,All Nippon Airways,Asia,G,5596,2010,August
7125,201008,American Airlines,AA,US,Terminal 3,E,151132,2010,August,1,201008,American Airlines,US,E,44836,2010,August
7126,201008,American Airlines,AA,US,Terminal 3,E,148298,2010,August,1,201008,American Airlines,US,E,44836,2010,August
7127,201008,Asiana Airlines,OZ,Asia,International,A,4861,2010,August,0,201008,Asiana Airlines,Asia,A,4861,2010,August
7128,201008,Asiana Airlines,OZ,Asia,International,A,4578,2010,August,0,201008,Asiana Airlines,Asia,A,4578,2010,August
7129,201008,British Airways,BA,Europe,International,A,19746,2010,August,0,201008,British Airways,Europe,A,19746,2010,August
7130,201008,British Airways,BA,Europe,International,A,19429,2010,August,0,201008,British Airways,Europe,A,19429,2010,August
7131,201008,Cathay Pacific,CX,Asia,International,A,23090,2010,August,0,201008,Cathay Pacific,Asia,A,23090,2010,August
7132,201008,Cathay Pacific,CX,Asia,International,A,19082,2010,August,0,201008,Cathay Pacific,Asia,A,19082,2010,August
7133,201008,China Airlines,CI,Asia,International,A,11489,2010,August,0,201008,China Airlines,Asia,A,11489,2010,August
7134,201008,China Airlines,CI,Asia,International,A,9863,2010,August,0,201008,China Airlines,Asia,A,9863,2010,August
7135,201008,Delta Air Lines,DL,US,Terminal 1,C,153036,2010,August,1,201008,Delta Air Lines,US,C,44836,2010,August
7136,201008,Delta Air Lines,DL,US,Terminal 1,C,155087,2010,August,1,201008,Delta Air Lines,US,C,44836,2010,August
7137,201008,Delta Air Lines,DL,Asia,International,A,6624,2010,August,0,201008,Delta Air Lines,Asia,A,6624,2010,August
7138,201008,Delta Air Lines,DL,Asia,International,A,6045,2010,August,0,201008,Delta Air Lines,Asia,A,6045,2010,August
7139,201008,EVA Airways,BR,Asia,International,G,15309,2010,August,0,201008,EVA Airways,Asia,G,15309,2010,August
7140,201008,EVA Airways,BR,Asia,International,G,11722,2010,August,0,201008,EVA Airways,Asia,G,11722,2010,August
7141,201008,Emirates ,EK,Middle East,International,G,9841,2010,August,0,201008,Emirates ,Middle East,G,9841,2010,August
7142,201008,Emirates ,EK,Middle East,International,G,8291,2010,August,0,201008,Emirates ,Middle East,G,8291,2010,August
7143,201008,Frontier Airlines,F9,US,Terminal 1,C,17962,2010,August,0,201008,Frontier Airlines,US,C,17962,2010,August
7144,201008,Frontier Airlines,F9,US,Terminal 1,C,17808,2010,August,0,201008,Frontier Airlines,US,C,17808,2010,August
7145,201008,Hawaiian Airlines,HA,US,Terminal 1,C,7849,2010,August,0,201008,Hawaiian Airlines,US,C,7849,2010,August
7146,201008,Hawaiian Airlines,HA,US,Terminal 1,C,7326,2010,August,0,201008,Hawaiian Airlines,US,C,7326,2010,August
7147,201008,Horizon Air ,QX,US,Terminal 1,B,11271,2010,August,0,201008,Horizon Air ,US,B,11271,2010,August
7148,201008,Horizon Air ,QX,US,Terminal 1,B,10344,2010,August,0,201008,Horizon Air ,US,B,10344,2010,August
7149,201008,Japan Airlines,JL,Asia,International,A,7414,2010,August,0,201008,Japan Airlines,Asia,A,7414,2010,August
7150,201008,Japan Airlines,JL,Asia,International,A,5960,2010,August,0,201008,Japan Airlines,Asia,A,5960,2010,August
7151,201008,JetBlue Airways ,B6,US,International,A,39800,2010,August,1,201008,JetBlue Airways ,US,A,39800,2010,August
7152,201008,JetBlue Airways ,B6,US,International,A,39307,2010,August,1,201008,JetBlue Airways ,US,A,39307,2010,August
7153,201008,KLM Royal Dutch Airlines,KL,Europe,International,A,11191,2010,August,0,201008,KLM Royal Dutch Airlines,Europe,A,11191,2010,August
7154,201008,KLM Royal Dutch Airlines,KL,Europe,International,A,11152,2010,August,0,201008,KLM Royal Dutch Airlines,Europe,A,11152,2010,August
7155,201008,Korean Air Lines,KE,Asia,International,A,8670,2010,August,0,201008,Korean Air Lines,Asia,A,8670,2010,August
7156,201008,Korean Air Lines,KE,Asia,International,A,8310,2010,August,0,201008,Korean Air Lines,Asia,A,8310,2010,August
7157,201008,LAN Peru,LP,South America,International,A,3257,2010,August,0,201008,LAN Peru,South America,A,3257,2010,August
7158,201008,LAN Peru,LP,South America,International,A,2807,2010,August,0,201008,LAN Peru,South America,A,2807,2010,August
7159,201008,Lufthansa German Airlines,LH,Europe,International,G,19142,2010,August,0,201008,Lufthansa German Airlines,Europe,G,19142,2010,August
7160,201008,Lufthansa German Airlines,LH,Europe,International,G,18504,2010,August,0,201008,Lufthansa German Airlines,Europe,G,18504,2010,August
7161,201008,Mesa Airlines,YV,US,Terminal 1,B,9603,2010,August,0,201008,Mesa Airlines,US,B,9603,2010,August
7162,201008,Mesa Airlines,YV,US,Terminal 1,B,9464,2010,August,0,201008,Mesa Airlines,US,B,9464,2010,August
7163,201008,Mesaba Airlines,XJ,US,Terminal 1,C,1750,2010,August,0,201008,Mesaba Airlines,US,C,1750,2010,August
7164,201008,Mesaba Airlines,XJ,US,Terminal 1,C,1829,2010,August,0,201008,Mesaba Airlines,US,C,1829,2010,August
7165,201008,Mexicana Airlines,MX,Mexico,International,G,8780,2010,August,0,201008,Mexicana Airlines,Mexico,G,8780,2010,August
7166,201008,Mexicana Airlines,MX,Mexico,International,G,5945,2010,August,0,201008,Mexicana Airlines,Mexico,G,5945,2010,August
7167,201008,Philippine Airlines,PR,Asia,International,A,12456,2010,August,0,201008,Philippine Airlines,Asia,A,12456,2010,August
7168,201008,Philippine Airlines,PR,Asia,International,A,8254,2010,August,0,201008,Philippine Airlines,Asia,A,8254,2010,August
7169,201008,Qantas Airways,QF,Australia / Oceania,International,A,4661,2010,August,0,201008,Qantas Airways,Australia / Oceania,A,4661,2010,August
7170,201008,Qantas Airways,QF,Australia / Oceania,International,A,3376,2010,August,0,201008,Qantas Airways,Australia / Oceania,A,3376,2010,August
7171,201008,Republic Airlines,RW,US,Terminal 1,C,6307,2010,August,0,201008,Republic Airlines,US,C,6307,2010,August
7172,201008,Republic Airlines,RW,US,Terminal 1,C,6469,2010,August,0,201008,Republic Airlines,US,C,6469,2010,August
7173,201008,Servisair,,US,International,G,118,2010,August,0,201008,Servisair,US,G,118,2010,August
7174,201008,Servisair,,US,International,G,118,2010,August,0,201008,Servisair,US,G,118,2010,August
7175,201008,Singapore Airlines,SQ,Asia,International,G,16346,2010,August,0,201008,Singapore Airlines,Asia,G,16346,2010,August
7176,201008,Singapore Airlines,SQ,Asia,International,G,13213,2010,August,0,201008,Singapore Airlines,Asia,G,13213,2010,August
7177,201008,SkyWest Airlines,OO,US,Terminal 1,C,9891,2010,August,0,201008,SkyWest Airlines,US,C,9891,2010,August
7178,201008,SkyWest Airlines,OO,US,Terminal 1,C,9571,2010,August,0,201008,SkyWest Airlines,US,C,9571,2010,August
7179,201008,SkyWest Airlines,OO,US,Terminal 3,F,128105,2010,August,1,201008,SkyWest Airlines,US,F,44836,2010,August
7180,201008,SkyWest Airlines,OO,US,Terminal 3,F,127635,2010,August,1,201008,SkyWest Airlines,US,F,44836,2010,August
7181,201008,SkyWest Airlines,OO,Canada,International,G,2782,2010,August,0,201008,SkyWest Airlines,Canada,G,2782,2010,August
7182,201008,SkyWest Airlines,OO,Canada,Terminal 3,F,9516,2010,August,0,201008,SkyWest Airlines,Canada,F,9516,2010,August
7183,201008,SkyWest Airlines,OO,Canada,Terminal 3,F,12183,2010,August,0,201008,SkyWest Airlines,Canada,F,12183,2010,August
7184,201008,Southwest Airlines,WN,US,Terminal 1,B,136740,2010,August,1,201008,Southwest Airlines,US,B,44836,2010,August
7185,201008,Southwest Airlines,WN,US,Terminal 1,B,133497,2010,August,1,201008,Southwest Airlines,US,B,44836,2010,August
7186,201008,Southwest Airlines,WN,US,Terminal 1,B,118,2010,August,0,201008,Southwest Airlines,US,B,118,2010,August
7187,201008,Sun Country Airlines,SY,US,International,G,3950,2010,August,0,201008,Sun Country Airlines,US,G,3950,2010,August
7188,201008,Sun Country Airlines,SY,US,International,G,3846,2010,August,0,201008,Sun Country Airlines,US,G,3846,2010,August
7189,201008,Swiss International,LX,Europe,International,G,5595,2010,August,0,201008,Swiss International,Europe,G,5595,2010,August
7190,201008,Swiss International,LX,Europe,International,G,5607,2010,August,0,201008,Swiss International,Europe,G,5607,2010,August
7191,201008,TACA,TA,Central America,International,A,7357,2010,August,0,201008,TACA,Central America,A,7357,2010,August
7192,201008,TACA,TA,Central America,International,A,5297,2010,August,0,201008,TACA,Central America,A,5297,2010,August
7193,201008,US Airways,US ,US,Terminal 1,B,65514,2010,August,1,201008,US Airways,US,B,44836,2010,August
7194,201008,US Airways,US ,US,Terminal 1,B,66135,2010,August,1,201008,US Airways,US,B,44836,2010,August
7195,201008,United Airlines,UA,US,Terminal 1,B,74853,2010,August,1,201008,United Airlines,US,B,44836,2010,August
7196,201008,United Airlines,UA,US,Terminal 1,B,74587,2010,August,1,201008,United Airlines,US,B,44836,2010,August
7197,201008,United Airlines - Pre 07/01/2013,UA,US,International,G,11386,2010,August,0,201008,United Airlines - Pre 07/01/2013,US,G,11386,2010,August
7198,201008,United Airlines - Pre 07/01/2013,UA,US,International,G,7908,2010,August,0,201008,United Airlines - Pre 07/01/2013,US,G,7908,2010,August
7199,201008,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,E,22534,2010,August,0,201008,United Airlines - Pre 07/01/2013,US,E,22534,2010,August
7200,201008,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,E,22142,2010,August,0,201008,United Airlines - Pre 07/01/2013,US,E,22142,2010,August
7201,201008,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,E,402,2010,August,0,201008,United Airlines - Pre 07/01/2013,US,E,402,2010,August
7202,201008,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,F,428141,2010,August,1,201008,United Airlines - Pre 07/01/2013,US,F,44836,2010,August
7203,201008,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,F,420700,2010,August,1,201008,United Airlines - Pre 07/01/2013,US,F,44836,2010,August
7204,201008,United Airlines - Pre 07/01/2013,UA,US,Terminal 3,F,7624,2010,August,0,201008,United Airlines - Pre 07/01/2013,US,F,7624,2010,August
7205,201008,United Airlines - Pre 07/01/2013,UA,Asia,International,G,78593,2010,August,1,201008,United Airlines - Pre 07/01/2013,Asia,G,44836,2010,August
7206,201008,United Airlines - Pre 07/01/2013,UA,Asia,International,G,68342,2010,August,1,201008,United Airlines - Pre 07/01/2013,Asia,G,44836,2010,August
7207,201008,United Airlines - Pre 07/01/2013,UA,Asia,International,G,3441,2010,August,0,201008,United Airlines - Pre 07/01/2013,Asia,G,3441,2010,August
7208,201008,United Airlines - Pre 07/01/2013,UA,Australia / Oceania,International,G,10163,2010,August,0,201008,United Airlines - Pre 07/01/2013,Australia / Oceania,G,10163,2010,August
7209,201008,United Airlines - Pre 07/01/2013,UA,Australia / Oceania,International,G,8269,2010,August,0,201008,United Airlines - Pre 07/01/2013,Australia / Oceania,G,8269,2010,August
7210,201008,United Airlines - Pre 07/01/2013,UA,Australia / Oceania,International,G,443,2010,August,0,201008,United Airlines - Pre 07/01/2013,Australia / Oceania,G,443,2010,August
7211,201008,United Airlines - Pre 07/01/2013,UA,Canada,Terminal 3,F,18914,2010,August,0,201008,United Airlines - Pre 07/01/2013,Canada,F,18914,2010,August
7212,201008,United Airlines - Pre 07/01/2013,UA,Canada,Terminal 3,F,18483,2010,August,0,201008,United Airlines - Pre 07/01/2013,Canada,F,18483,2010,August
7213,201008,United Airlines - Pre 07/01/2013,UA,Canada,Terminal 3,F,353,2010,August,0,201008,United Airlines - Pre 07/01/2013,Canada,F,353,2010,August
7214,201008,United Airlines - Pre 07/01/2013,UA,Europe,International,G,32579,2010,August,1,201008,United Airlines - Pre 07/01/2013,Europe,G,32579,2010,August
7215,201008,United Airlines - Pre 07/01/2013,UA,Europe,International,G,32450,2010,August,1,201008,United Airlines - Pre 07/01/2013,Europe,G,32450,2010,August
7216,201008,United Airlines - Pre 07/01/2013,UA,Europe,International,G,637,2010,August,0,201008,United Airlines - Pre 07/01/2013,Europe,G,637,2010,August
7217,201008,United Airlines - Pre 07/01/2013,UA,Mexico,International,G,7280,2010,August,0,201008,United Airlines - Pre 07/01/2013,Mexico,G,7280,2010,August
7218,201008,United Airlines - Pre 07/01/2013,UA,Mexico,International,G,6318,2010,August,0,201008,United Airlines - Pre 07/01/2013,Mexico,G,6318,2010,August
7219,201008,United Airlines - Pre 07/01/2013,UA,Mexico,International,G,486,2010,August,0,201008,United Airlines - Pre 07/01/2013,Mexico,G,486,2010,August
7220,201008,Virgin America,VX,US,International,A,105770,2010,August,1,201008,Virgin America,US,A,44836,2010,August
7221,201008,Virgin America,VX,US,International,A,103285,2010,August,1,201008,Virgin America,US,A,44836,2010,August
7222,201008,Virgin America,VX,Canada,International,A,2659,2010,August,0,201008,Virgin America,Canada,A,2659,2010,August
7223,201008,Virgin America,VX,Canada,International,A,2492,2010,August,0,201008,Virgin America,Canada,A,2492,2010,August
7224,201008,Virgin Atlantic,VS,Europe,International,A,11111,2010,August,0,201008,Virgin Atlantic,Europe,A,11111,2010,August
7225,201008,Virgin Atlantic,VS,Europe,International,A,10805,2010,August,0,201008,Virgin Atlantic,Europe,A,10805,2010,August
7226,201008,WestJet Airlines,WS,Canada,International,A,8763,2010,August,0,201008,WestJet Airlines,Canada,A,8763,2010,August
7227,201008,WestJet Airlines,WS,Canada,International,A,8719,2010,August,0,201008,WestJet Airlines,Canada,A,8719,2010,August
7228,201009,Aeromexico,AM,Mexico,International,A,3411,2010,September,0,201009,Aeromexico,Mexico,A,3411,2010,September
7229,201009,Aeromexico,AM,Mexico,International,A,3303,2010,September,0,201009,Aeromexico,Mexico,A,3303,2010,September
7230,201009,Air Berlin,AB,Europe,International,G,2357,2010,September,0,201009,Air Berlin,Europe,G,2357,2010,September
7231,201009,Air Berlin,AB,Europe,International,G,2343,2010,September,0,201009,Air Berlin,Europe,G,2343,2010,September
7232,201009,Air Canada ,AC,Canada,Terminal 3,E,26703,2010,September,0,201009,Air Canada ,Canada,E,26703,2010,September
7233,201009,Air Canada ,AC,Canada,Terminal 3,E,28049,2010,September,1,201009,Air Canada ,Canada,E,28049,2010,September
7234,201009,Air China,CA,Asia,International,G,6905,2010,September,0,201009,Air China,Asia,G,6905,2010,September
7235,201009,Air China,CA,Asia,International,G,6585,2010,September,0,201009,Air China,Asia,G,6585,2010,September
7236,201009,Air France,AF,Europe,International,A,12693,2010,September,0,201009,Air France,Europe,A,12693,2010,September
7237,201009,Air France,AF,Europe,International,A,13763,2010,September,0,201009,Air France,Europe,A,13763,2010,September
7238,201009,Air New Zealand,NZ,Australia / Oceania,International,G,5878,2010,September,0,201009,Air New Zealand,Australia / Oceania,G,5878,2010,September
7239,201009,Air New Zealand,NZ,Australia / Oceania,International,G,6036,2010,September,0,201009,Air New Zealand,Australia / Oceania,G,6036,2010,September
7240,201009,AirTran Airways,FL,US,Terminal 1,B,15982,2010,September,0,201009,AirTran Airways,US,B,15982,2010,September
7241,201009,AirTran Airways,FL,US,Terminal 1,B,16409,2010,September,0,201009,AirTran Airways,US,B,16409,2010,September
7242,201009,Alaska Airlines,AS,US,Terminal 1,B,30648,2010,September,1,201009,Alaska Airlines,US,B,30648,2010,September
7243,201009,Alaska Airlines,AS,US,Terminal 1,B,38630,2010,September,1,201009,Alaska Airlines,US,B,38630,2010,September
7244,201009,Alaska Airlines,AS,Mexico,International,A,6870,2010,September,0,201009,Alaska Airlines,Mexico,A,6870,2010,September
7245,201009,Alaska Airlines,AS,Mexico,Terminal 1,B,6640,2010,September,0,201009,Alaska Airlines,Mexico,B,6640,2010,September
7246,201009,All Nippon Airways,NH,Asia,International,G,5931,2010,September,0,201009,All Nippon Airways,Asia,G,5931,2010,September
7247,201009,All Nippon Airways,NH,Asia,International,G,6006,2010,September,0,201009,All Nippon Airways,Asia,G,6006,2010,September
